Year,Album,Artist,Win,Song,Danceability,Energy,Loudness,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration,Explicit
1959,"tchaikovsky: concerto no. 1 in b flat minor, op. 23",Van Cliburn,0,"I Know Him So Well - from ""Chess""",0.485,0.329,-13.647,0.0333,0.573,0,0.145,0.161,128.03,270040,FALSE
1959,"tchaikovsky: concerto no. 1 in b flat minor, op. 23",Van Cliburn,0,You Give Good Love,0.559,0.365,-13.654,0.0332,0.686,0,0.0771,0.534,74.802,277240,FALSE
1960,belafonte at carnegie hall,Harry Belafonte,0,That's Why I'm Here (reprise),0.674,0.521,-9.649,0.0673,0.873,0.464,0.254,0.788,108.722,27093,FALSE
1960,belafonte at carnegie hall,Harry Belafonte,0,Never Die Young,0.783,0.498,-10.446,0.0305,0.61,0.00178,0.196,0.609,123.89,264000,FALSE
1960,belafonte at carnegie hall,Harry Belafonte,0,T-Bone,0.797,0.525,-11.186,0.0288,0.0742,0.00027,0.0502,0.875,132.009,227666,FALSE
1960,belafonte at carnegie hall,Harry Belafonte,0,Baby Boom Baby,0.749,0.401,-11.988,0.0284,0.386,0.000134,0.107,0.509,105.966,299826,FALSE
1960,belafonte at carnegie hall,Harry Belafonte,0,Runaway Boy,0.683,0.542,-10.151,0.0286,0.261,0.000481,0.132,0.588,125.616,255933,FALSE
1960,belafonte at carnegie hall,Harry Belafonte,0,Valentine's Day,0.411,0.0846,-19.977,0.0393,0.892,0.00856,0.133,0.283,140.273,155306,FALSE
1960,belafonte at carnegie hall,Harry Belafonte,0,Sun On the Moon,0.703,0.809,-8.879,0.045,0.483,8.66e-06,0.205,0.905,160.821,249600,FALSE
1960,belafonte at carnegie hall,Harry Belafonte,0,Sweet Potato Pie,0.635,0.478,-10.694,0.0315,0.434,4.63e-05,0.0686,0.438,66.719,210826,FALSE
1960,belafonte at carnegie hall,Harry Belafonte,0,Home by Another Way,0.679,0.379,-11.683,0.0337,0.491,0,0.146,0.433,148.772,230800,FALSE
1960,belafonte at carnegie hall,Harry Belafonte,0,Letter in the Mail,0.696,0.292,-12.386,0.0356,0.714,0.000124,0.0433,0.249,138.094,281133,FALSE
1960,belafonte at carnegie hall,Harry Belafonte,0,First of May,0.735,0.538,-13.162,0.0343,0.131,0.00575,0.295,0.781,95.988,241200,FALSE
1960,belafonte at carnegie hall,Harry Belafonte,0,Love Has Brought Me Around,0.505,0.393,-15.187,0.0411,0.484,0,0.112,0.549,76.569,164800,FALSE
1960,belafonte at carnegie hall,Harry Belafonte,0,You've Got a Friend,0.695,0.282,-15.359,0.0295,0.681,0.0267,0.0767,0.445,91.681,268706,FALSE
1960,belafonte at carnegie hall,Harry Belafonte,0,Places in My Past,0.58,0.266,-17.44,0.031,0.789,2.53e-05,0.162,0.462,133.097,122733,FALSE
1960,belafonte at carnegie hall,Harry Belafonte,0,Riding on a Railroad,0.414,0.391,-14.662,0.033,0.22,0.000354,0.068,0.354,149.984,163306,FALSE
1960,belafonte at carnegie hall,Harry Belafonte,0,Soldiers,0.572,0.13,-22.455,0.0575,0.738,0.000243,0.222,0.271,126.06,75360,FALSE
1960,belafonte at carnegie hall,Harry Belafonte,0,Mud Slide Slim,0.585,0.281,-17.561,0.0301,0.522,0.0537,0.154,0.653,90.398,320066,FALSE
1960,belafonte at carnegie hall,Harry Belafonte,0,"Hey Mister, That's Me up on the Jukebox",0.521,0.236,-19.175,0.0336,0.639,0.000472,0.107,0.498,131.94,228666,FALSE
1960,belafonte at carnegie hall,Harry Belafonte,0,You Can Close Your Eyes,0.534,0.0977,-22.633,0.0314,0.537,0.000149,0.113,0.36,134.788,149666,FALSE
1960,more music from peter gunn,Henry Mancini,0,Son of Raunchy,0.558,0.598,-8.662,0.114,0.853,0.265,0.106,0.761,171.618,182466,FALSE
1960,more music from peter gunn,Henry Mancini,0,Lease Breaker,0.552,0.75,-6.448,0.135,0.799,0.442,0.0653,0.824,96.468,166386,FALSE
1960,more music from peter gunn,Henry Mancini,0,Background for Murder,0.708,0.618,-10.276,0.0502,0.951,0.548,0.121,0.645,129.679,438200,FALSE
1960,more music from peter gunn,Henry Mancini,0,Barroom Rock,0.584,0.761,-6.359,0.088,0.83,0.665,0.273,0.968,172.069,76293,FALSE
1960,more music from peter gunn,Henry Mancini,0,Pigeon Caged,0.265,0.126,-17.011,0.0388,0.993,0.501,0.0982,0.0385,66.411,99386,FALSE
1960,more music from peter gunn,Henry Mancini,0,Blue Pianola,0.668,0.539,-7.138,0.0344,0.881,0.927,0.1,0.507,129.763,191786,FALSE
1960,more music from peter gunn,Henry Mancini,0,The Chase,0.249,0.325,-8.753,0.0344,0.928,0.98,0.116,0.325,71.616,60213,FALSE
1960,more music from peter gunn,Henry Mancini,0,Bijou,0.458,0.45,-12.638,0.128,0.625,0.00307,0.0495,0.684,142.529,191773,FALSE
1960,more music from peter gunn,Henry Mancini,0,Mostly for Lovers,0.267,0.131,-20.197,0.0337,0.977,0.914,0.211,0.175,70.078,185320,FALSE
1960,more music from peter gunn,Henry Mancini,0,Like Young,0.597,0.311,-13.656,0.0314,0.836,0.00596,0.104,0.39,128.299,196560,FALSE
1960,more music from peter gunn,Henry Mancini,0,My One and Only Love,0.288,0.153,-16.211,0.0331,0.984,0.968,0.123,0.271,68.088,197480,FALSE
1960,more music from peter gunn,Henry Mancini,0,Politely,0.518,0.328,-13.458,0.0336,0.836,0.00815,0.139,0.541,80.597,199493,FALSE
1960,more music from peter gunn,Henry Mancini,0,Trav'lin' Light,0.338,0.163,-14.325,0.0281,0.967,0.648,0.108,0.252,72.741,183893,FALSE
1960,more music from peter gunn,Henry Mancini,0,Let's Walk,0.611,0.309,-13.283,0.0308,0.872,0.273,0.0929,0.623,124.068,187800,FALSE
1960,rachmaninoff piano concerto no. 3,Van Cliburn,0,"Symphony No. 3 In E-Flat Major, K. 18: II. Andante",0.166,0.0817,-20.166,0.0426,0.935,0.803,0.332,0.192,170.583,204453,FALSE
1960,rachmaninoff piano concerto no. 3,Van Cliburn,0,"Symphony No. 3 In E-Flat Major, K. 18: III. Presto",0.452,0.232,-16.125,0.0346,0.942,0.632,0.0682,0.788,134.631,113693,FALSE
1960,rachmaninoff piano concerto no. 3,Van Cliburn,0,"Symphony No 4 In D Major, K. 19: I. Allegro",0.407,0.226,-13.889,0.0391,0.884,0.747,0.12,0.467,141.589,136733,FALSE
1960,rachmaninoff piano concerto no. 3,Van Cliburn,0,"Symphony No 4 In D Major, K. 19: II. Andante",0.232,0.051,-21.511,0.0399,0.919,0.0326,0.331,0.163,80.279,139560,FALSE
1960,rachmaninoff piano concerto no. 3,Van Cliburn,0,"Symphony No 4 In D Major, K. 19: III. Presto",0.527,0.306,-13.463,0.0366,0.916,0.89,0.118,0.858,96.797,102413,FALSE
1960,rachmaninoff piano concerto no. 3,Van Cliburn,0,"Symphony No. 5 In B-Flat Major, K. 22: I. Allegro",0.465,0.149,-14.441,0.037,0.874,0.836,0.118,0.259,160.849,150946,FALSE
1960,"victory at sea, vol. 1",Robert Russell Bennett,0,Jesus Christ You're Tall,0.599,0.59,-11.492,0.0792,0.239,0,0.122,0.687,135.088,249586,FALSE
1960,"victory at sea, vol. 1",Robert Russell Bennett,0,Will She Miss Me,0.385,0.342,-13.079,0.0292,0.0878,0.00391,0.521,0.317,95.82,286306,FALSE
1960,"victory at sea, vol. 1",Robert Russell Bennett,0,Jesus Christ You're Tall,0.485,0.45,-11.986,0.0507,0.895,0.00121,0.428,0.71,147.464,86186,FALSE
1960,"victory at sea, vol. 1",Robert Russell Bennett,0,It's a Jungle Out There,0.662,0.718,-9.207,0.0361,0.421,0.000225,0.236,0.647,95.273,233013,FALSE
1960,"victory at sea, vol. 1",Robert Russell Bennett,0,Down By the Sea,0.813,0.35,-13.187,0.0392,0.257,4.63e-05,0.0952,0.82,131.946,151306,FALSE
1960,"victory at sea, vol. 1",Robert Russell Bennett,0,Kojak Columbo,0.554,0.826,-10.201,0.0338,0.277,0.00472,0.403,0.955,94.587,193426,FALSE
1960,"victory at sea, vol. 1",Robert Russell Bennett,0,Easier for Me,0.169,0.159,-18.848,0.0354,0.863,0.0134,0.11,0.0871,84.679,151706,FALSE
1960,"victory at sea, vol. 1",Robert Russell Bennett,0,Turn Out the Light,0.709,0.44,-11.931,0.0338,0.578,0.000697,0.106,0.834,128.834,152360,FALSE
1960,"victory at sea, vol. 1",Robert Russell Bennett,0,Salmon Falls,0.262,0.25,-14.679,0.0368,0.245,0.0378,0.121,0.164,75.186,253746,FALSE
1961,belafonte returns to carnegie hall,Harry Belafonte,0,Jump Down Spin Around,0.731,0.778,-15.966,0.563,0.741,0,0.964,0.571,119.068,134826,FALSE
1961,belafonte returns to carnegie hall,Harry Belafonte,0,Suzanne (Every Night When the Sun Goes Down),0.411,0.0439,-26.597,0.101,0.873,0,0.372,0.0622,123.57,349840,FALSE
1961,belafonte returns to carnegie hall,Harry Belafonte,0,A Little Lyric of Great Importance,0.326,0.216,-22.677,0.249,0.182,0,0.26,0.277,110.325,89226,FALSE
1961,belafonte returns to carnegie hall,Harry Belafonte,0,Chickens,0.472,0.168,-20.446,0.307,0.706,0,0.698,0.28,84.115,189573,FALSE
1961,belafonte returns to carnegie hall,Harry Belafonte,0,Vaichazkem (Vayiven Uziaho),0.776,0.979,-11.083,0.798,0.577,5.72e-05,0.711,0.227,92.807,94066,FALSE
1961,belafonte returns to carnegie hall,Harry Belafonte,0,I Do Adore Her - Live,0.346,0.105,-25.573,0.0779,0.878,0,0.738,0.378,113.016,198333,FALSE
1961,belafonte returns to carnegie hall,Harry Belafonte,0,The Ballad of Sigmund Freud,0.612,0.616,-14.168,0.942,0.661,0,0.963,0.629,145.027,218093,FALSE
1961,belafonte returns to carnegie hall,Harry Belafonte,0,I've Been Driving on Bald Mountain,0.556,0.374,-12.361,0.0361,0.695,0,0.495,0.867,111.533,139733,FALSE
1961,belafonte returns to carnegie hall,Harry Belafonte,0,Water Boy,0.353,0.0878,-15.964,0.0857,0.833,0.000106,0.712,0.457,175.664,274800,FALSE
1961,belafonte returns to carnegie hall,Harry Belafonte,0,A Hole In The Bucket,0.553,0.193,-22.163,0.639,0.664,0,0.724,0.589,97.224,319306,FALSE
1961,belafonte returns to carnegie hall,Harry Belafonte,0,The Click Song,0.446,0.36,-14.779,0.593,0.728,0,0.191,0.526,76.397,186360,FALSE
1961,belafonte returns to carnegie hall,Harry Belafonte,0,One More Dance,0.487,0.123,-18.033,0.298,0.884,0,0.685,0.455,111.127,223240,FALSE
1961,belafonte returns to carnegie hall,Harry Belafonte,0,The Ox Drivers,0.459,0.468,-13.81,0.226,0.712,0,0.696,0.512,156.826,179360,FALSE
1961,belafonte returns to carnegie hall,Harry Belafonte,0,The Red Rosy Bush,0.203,0.298,-16.383,0.0943,0.957,0,0.708,0.157,87.393,171106,FALSE
1961,belafonte returns to carnegie hall,Harry Belafonte,0,Didn't It Rain - Live,0.515,0.404,-13.932,0.39,0.715,0,0.695,0.535,105.103,327000,FALSE
1961,belafonte returns to carnegie hall,Harry Belafonte,0,Henè Ma Tov - Live,0.464,0.324,-13.843,0.42,0.731,0,0.958,0.298,83.578,226266,FALSE
1961,belafonte returns to carnegie hall,Harry Belafonte,0,I Know Where I'm Going - Live,0.354,0.11,-21.573,0.061,0.897,1.13e-05,0.769,0.186,122.169,206600,FALSE
1961,belafonte returns to carnegie hall,Harry Belafonte,0,Old King Cole - Live,0.614,0.612,-12.303,0.868,0.66,0,0.656,0.642,126.392,299266,FALSE
1961,belafonte returns to carnegie hall,Harry Belafonte,0,La Bamba - Live,0.387,0.42,-13.271,0.135,0.603,0,0.811,0.408,144.722,484360,FALSE
1961,brahms: concerto no. 2 in b-flat,Sviatoslav Richter,0,"Piano Concerto No. 2 in B-Flat Major, Op. 83: I. Allegro non troppo - Remastered",0.288,0.143,-19.477,0.0354,0.964,0.91,0.0919,0.0813,104.945,1005106,FALSE
1961,brahms: concerto no. 2 in b-flat,Sviatoslav Richter,0,"Piano Concerto No. 2 in B-Flat Major, Op. 83: II. Allegro appassionato - Remastered",0.28,0.192,-18.015,0.0319,0.963,0.887,0.155,0.145,94.141,517226,FALSE
1961,brahms: concerto no. 2 in b-flat,Sviatoslav Richter,0,"Piano Concerto No. 2 in B-Flat Major, Op. 83: III. Andante - Remastered",0.0921,0.0261,-28.146,0.041,0.958,0.93,0.108,0.0389,77.254,761386,FALSE
1961,brahms: concerto no. 2 in b-flat,Sviatoslav Richter,0,"Piano Concerto No. 2 in B-Flat Major, Op. 83: IV. Allegretto grazioso - Remastered",0.33,0.187,-18.994,0.0371,0.963,0.91,0.0703,0.203,111.927,526213,FALSE
1961,nice 'n' easy,Frank Sinatra,0,Nice 'n' Easy - Remastered,0.536,0.148,-14.903,0.031,0.772,0,0.101,0.509,109.295,165760,FALSE
1961,nice 'n' easy,Frank Sinatra,0,That Old Feeling - Remastered,0.233,0.0748,-19.011,0.0305,0.819,0.000206,0.117,0.2,54.223,213866,FALSE
1961,nice 'n' easy,Frank Sinatra,0,How Deep Is The Ocean? - Remastered,0.214,0.116,-16.786,0.0307,0.912,0.00238,0.103,0.0897,89.264,195800,FALSE
1961,nice 'n' easy,Frank Sinatra,0,I've Got A Crush On You - Remastered,0.362,0.0548,-18.1,0.038,0.941,2.59e-06,0.166,0.259,179.058,136400,FALSE
1961,nice 'n' easy,Frank Sinatra,0,You Go To My Head - Remastered,0.187,0.125,-18.25,0.0332,0.94,0.000816,0.227,0.187,82.869,268333,FALSE
1961,nice 'n' easy,Frank Sinatra,0,Fools Rush In - Remastered,0.227,0.127,-16.574,0.0344,0.879,0.00333,0.0867,0.138,136.171,202200,FALSE
1961,nice 'n' easy,Frank Sinatra,0,Nevertheless (I'm In Love With You) - Remastered,0.336,0.0916,-19.351,0.032,0.933,0.000618,0.191,0.291,107.043,198200,FALSE
1961,nice 'n' easy,Frank Sinatra,0,She's Funny That Way - Remastered,0.251,0.105,-18.046,0.0357,0.953,9.05e-05,0.143,0.211,83.356,235573,FALSE
1961,nice 'n' easy,Frank Sinatra,0,Try A Little Tenderness - Remastered,0.235,0.105,-20.647,0.0374,0.718,0.00147,0.124,0.193,110.66,202000,FALSE
1961,nice 'n' easy,Frank Sinatra,0,Embraceable You - Remastered,0.139,0.106,-17.329,0.0335,0.938,0.000568,0.102,0.109,71.746,204266,FALSE
1961,nice 'n' easy,Frank Sinatra,0,Mam'selle - Remastered,0.177,0.0707,-20.909,0.038,0.927,0.0365,0.155,0.125,78.195,168466,FALSE
1961,nice 'n' easy,Frank Sinatra,0,Dream - Remastered,0.246,0.149,-19.417,0.0354,0.903,0.00335,0.367,0.0607,84.936,177893,FALSE
1961,nice 'n' easy,Frank Sinatra,0,The Nearness Of You - Remastered,0.319,0.0725,-17.12,0.0349,0.866,0.000105,0.133,0.194,118.884,163666,FALSE
1961,nice 'n' easy,Frank Sinatra,0,Someone To Watch Over Me - Remastered,0.276,0.0978,-16.348,0.0348,0.894,5.21e-05,0.102,0.161,105.847,177333,FALSE
1961,nice 'n' easy,Frank Sinatra,0,Day In - Day Out - Alternate Version / Remastered,0.229,0.153,-12.148,0.0323,0.842,0,0.227,0.133,94.986,187333,FALSE
1961,nice 'n' easy,Frank Sinatra,0,My One And Only Love - Remastered,0.316,0.128,-16.288,0.0355,0.938,6.74e-06,0.132,0.279,129.143,192306,FALSE
1961,puccini: turandot,Erich Leinsdorf,0,"Turandot, Act I: ""Popolo di Pekino!"" (Mandarino, Coro, Liù, Calaf, Timur)",0.374,0.199,-19.319,0.0708,0.955,0.0408,0.192,0.0892,121.684,331226,FALSE
1961,puccini: turandot,Erich Leinsdorf,0,"Turandot, Act I: ""Gira la cote! Gira!"" (Coro)",0.483,0.488,-16.61,0.0576,0.939,0.0107,0.638,0.149,132.31,149040,FALSE
1961,puccini: turandot,Erich Leinsdorf,0,"Turandot, Act I: ""Perché tarda la luna?"" (Coro)",0.135,0.0703,-24.742,0.0367,0.952,0.311,0.107,0.0803,97.157,241906,FALSE
1961,puccini: turandot,Erich Leinsdorf,0,"Turandot, Act I: ""O giovinetto!"" (Coro)",0.116,0.155,-19.439,0.0348,0.958,0.456,0.111,0.0427,90.244,186613,FALSE
1961,puccini: turandot,Erich Leinsdorf,0,"Turandot, Act I: ""O divina bellezza"" (Calaf, Coro)",0.205,0.251,-22.821,0.0454,0.853,0.718,0.0849,0.0709,73.375,86986,FALSE
1961,puccini: turandot,Erich Leinsdorf,0,"Turandot, Act I: ""Figlio, che fai?"" (Timur, Calaf, Liù, Il Principe di Persia, Coro)",0.361,0.294,-19.348,0.0821,0.934,0.542,0.678,0.279,70.112,99706,FALSE
1961,puccini: turandot,Erich Leinsdorf,0,"Turandot, Act I: ""Fermo! che fai? T'arresta!"" (Ping, Pang, Pong, Calaf, Coro)",0.417,0.137,-23.131,0.0805,0.929,1.39e-05,0.13,0.177,98.407,236600,FALSE
1961,puccini: turandot,Erich Leinsdorf,0,"Turandot, Act I: ""Non indugiare!"" (Coro, Calaf, Ping, Pang, Pong, Timur)",0.357,0.125,-22.717,0.0537,0.973,0.0157,0.138,0.156,125.567,126360,FALSE
1961,puccini: turandot,Erich Leinsdorf,0,"Turandot, Act I: ""Signore, ascolta!"" (Liù)",0.228,0.039,-28.626,0.0478,0.985,0.0228,0.167,0.0384,130.378,154013,FALSE
1961,puccini: turandot,Erich Leinsdorf,0,"Turandot, Act I: ""Non piangere, Liù!"" (Calaf, Liù, Timur)",0.267,0.137,-21.878,0.0385,0.976,0.0689,0.279,0.235,89.768,153680,FALSE
1961,puccini: turandot,Erich Leinsdorf,0,"Turandot, Act I: ""Ah! per l'ultima volta!"" (Timur, Liù, Ping, Pang, Pong, Calaf, Coro)",0.294,0.438,-15.976,0.0643,0.956,0.513,0.249,0.383,114.56,163906,FALSE
1961,puccini: turandot,Erich Leinsdorf,0,"Turandot, Act II, Scene 1: ""Olà, Pang! Olà, Pong!"" (Ping, Pang, Pong)",0.414,0.158,-23.687,0.0579,0.936,0.0012,0.217,0.54,116.345,199720,FALSE
1961,puccini: turandot,Erich Leinsdorf,0,"Turandot, Act II, Scene 1: ""Ho una casa nell' Honan"" (Ping, Pang, Pong)",0.13,0.0897,-28.064,0.0387,0.984,0.497,0.495,0.198,82.341,181453,FALSE
1961,puccini: turandot,Erich Leinsdorf,0,"Turandot, Act II, Scene 1: ""O mondo, pieno di pazzi innamorati!"" (Ping, Pang, Pong, Coro)",0.297,0.178,-21.881,0.0637,0.959,0.00137,0.528,0.44,169.021,221733,FALSE
1961,puccini: turandot,Erich Leinsdorf,0,"Turandot, Act II, Scene 1: ""Non v' è in China per nostra fortuna"" (Ping, Pang, Pong)",0.442,0.177,-25.595,0.0858,0.963,1.42e-05,0.174,0.461,90.578,121066,FALSE
1961,puccini: turandot,Erich Leinsdorf,0,"Turandot, Act II, Scene 2: ""Gravi, enormi ed imponenti"" (Coro)",0.38,0.175,-16.117,0.0319,0.907,0.551,0.233,0.286,91.527,234653,FALSE
1961,puccini: turandot,Erich Leinsdorf,0,"Turandot, Act II, Scene 2: ""Un giuramento atroce mi costringe"" (Altoum, Calaf, Coro)",0.316,0.0439,-26.246,0.0568,0.916,1.07e-05,0.201,0.0568,101.57,256573,FALSE
1961,puccini: turandot,Erich Leinsdorf,0,"Turandot, Act II, Scene 2: ""Popolo di Pekino!"" (Mandarino, Coro, Liù, Calaf, Timur)",0.28,0.065,-22.756,0.0414,0.957,0.00168,0.0959,0.105,69.549,100786,FALSE
1961,puccini: turandot,Erich Leinsdorf,0,"Turandot, Act II, Scene 2: ""In questa Reggia"" (Turandot, Coro)",0.198,0.123,-20.263,0.0429,0.954,0.000255,0.0778,0.0654,88.626,370266,FALSE
1961,puccini: turandot,Erich Leinsdorf,0,"Turandot, Act II, Scene 2: ""Straniero, ascolta!"" (Turandot, Calaf, Coro)",0.322,0.175,-23.084,0.123,0.944,2.93e-05,0.141,0.0593,89.41,137120,FALSE
1961,puccini: turandot,Erich Leinsdorf,0,"Turandot, Act II, Scene 2: ""Giuzza al pari di fiamma"" (Turandot, Altoum, Coro, Liù, Calaf)",0.314,0.184,-21.09,0.1,0.981,0.000648,0.299,0.101,89.86,131186,FALSE
1961,puccini: turandot,Erich Leinsdorf,0,"Turandot, Act II, Scene 2: ""Gelo che ti dà foco"" (Turandot, Calaf, Coro)",0.268,0.159,-19.787,0.0509,0.956,0.00135,0.388,0.0601,86.113,194893,FALSE
1961,puccini: turandot,Erich Leinsdorf,0,"Turandot, Act II, Scene 2: ""Figlio del cielo!"" (Turandot, Altoum, Coro, Calaf)",0.193,0.267,-18.746,0.0546,0.927,7e-04,0.116,0.047,72.165,190520,FALSE
1961,puccini: turandot,Erich Leinsdorf,0,"Turandot, Act II, Scene 2: ""Tre enigmi m'hai proposto!"" (Calaf, Altoum)",0.197,0.0363,-24.461,0.0397,0.932,0.000908,0.374,0.0935,88.744,107640,FALSE
1961,puccini: turandot,Erich Leinsdorf,0,"Turandot, Act II, Scene 2: ""Ai tuoi piedi ci postriam"" (Coro)",0.309,0.304,-14.985,0.0505,0.906,0.000212,0.0986,0.442,96.834,132266,FALSE
1961,puccini: turandot,Erich Leinsdorf,0,"Turandot, Act III, Scene 1: ""Così comanda Turandot"" (Voci lontane)",0.108,0.0468,-32.876,0.0352,0.899,0.78,0.23,0.0839,75.235,200493,FALSE
1961,puccini: turandot,Erich Leinsdorf,0,"Turandot, Act III, Scene 1: ""Nessun dorma!"" (Calaf, Coro,)",0.222,0.174,-21.091,0.0463,0.944,0.321,0.623,0.158,123.272,200466,FALSE
1961,puccini: turandot,Erich Leinsdorf,0,"Turandot, Act III, Scene 1: ""Tu che guardi le stelle"" (Ping, Pang, Pong, Calaf, Coro)",0.366,0.332,-19.245,0.104,0.93,0.0034,0.907,0.339,113.5,145053,FALSE
1961,puccini: turandot,Erich Leinsdorf,0,"Turandot, Act III, Scene 1: ""Straniero, tu non sai"" (Ping, Pang, Pong, Coro, Calaf)",0.396,0.28,-17.949,0.0975,0.98,0.0187,0.444,0.351,107.367,96026,FALSE
1961,puccini: turandot,Erich Leinsdorf,0,"Turandot, Act III, Scene 1: ""Principessa divina!"" (Ping, Turandot, Calaf, Liù, Coro, Timur)",0.291,0.139,-20.067,0.0577,0.958,0.000593,0.25,0.15,69.635,231920,FALSE
1961,puccini: turandot,Erich Leinsdorf,0,"Turandot, Act III, Scene 1: ""Chi pose tanta forza"" (Turandot, Liù, Ping, Calaf, Coro)",0.246,0.117,-22.01,0.0477,0.983,0.000348,0.0768,0.137,86.398,204306,FALSE
1961,puccini: turandot,Erich Leinsdorf,0,"Turandot, Act III, Scene 1: ""Tu, che di gel sei cinta"" (Liù, Coro)",0.201,0.114,-21.984,0.049,0.986,0.0143,0.651,0.0389,83.845,161626,FALSE
1961,puccini: turandot,Erich Leinsdorf,0,"Turandot, Act III, Scene 1: ""Ah! tu sei morta"" (Calaf, Timur, Ping, Coro, Pong, Pang)",0.123,0.0629,-25.105,0.0452,0.961,0.245,0.175,0.134,74.873,299386,FALSE
1961,puccini: turandot,Erich Leinsdorf,0,"Turandot, Act III, Scene 1: ""Principessa di morte!"" (Calaf, Turandot)",0.312,0.212,-18.339,0.0431,0.95,0.00686,0.0991,0.175,91.947,213400,FALSE
1961,puccini: turandot,Erich Leinsdorf,0,"Turandot, Act III, Scene 1: ""Che è mai di me?"" (Turandot, Calaf, Voci interne)",0.206,0.107,-23.976,0.0407,0.98,0.0017,0.594,0.152,96.126,158346,FALSE
1961,puccini: turandot,Erich Leinsdorf,0,"Turandot, Act III, Scene 1: ""Del Primo Pianto"" (Turandot, Calaf)",0.211,0.208,-19.32,0.0491,0.934,0.000185,0.385,0.0404,79.718,297013,FALSE
1961,puccini: turandot,Erich Leinsdorf,0,"Turandot, Act III, Scene 2: ""Diecimila anni al nostro Imperatore!"" (Coro, Turandot)",0.184,0.281,-14.726,0.0337,0.916,0.00303,0.3,0.165,84.415,183173,FALSE
1961,puccini: turandot,Erich Leinsdorf,0,Turnadot: Act I,0.282,0.116,-22.166,0.0544,0.96,0.00149,0.0908,0.0425,137.169,1888666,FALSE
1961,puccini: turandot,Erich Leinsdorf,0,Turnadot: Act II,0.228,0.0827,-23.795,0.0556,0.955,0.000189,0.679,0.0399,82.329,2525880,FALSE
1961,puccini: turandot,Erich Leinsdorf,0,Turnadot: Act III,0.173,0.0959,-22.576,0.0452,0.973,0.0176,0.331,0.0386,84.514,2363066,FALSE
1961,puccini: turandot,Erich Leinsdorf,0,"Turandot: Act I, Popolo di Pekino!",0.306,0.202,-19.117,0.0655,0.929,0.0379,0.34,0.0905,93.702,330200,FALSE
1961,puccini: turandot,Erich Leinsdorf,0,"Turandot: Act I, Gira la cote, gira, gira!",0.489,0.499,-16.318,0.0532,0.925,0.0373,0.654,0.143,133.036,148933,FALSE
1961,puccini: turandot,Erich Leinsdorf,0,"Turandot: Act I, Perchè tarda la luna?",0.0807,0.0722,-23.223,0.0365,0.937,0.27,0.106,0.0791,74.177,242200,FALSE
1961,puccini: turandot,Erich Leinsdorf,0,"Turandot: Act I, O giovinotto! (Funeral March)",0.144,0.138,-18.995,0.034,0.935,0.396,0.62,0.0613,97.55,197266,FALSE
1961,puccini: turandot,Erich Leinsdorf,0,"Turandot: Act I, O divina bellezza!",0.198,0.201,-21.959,0.0395,0.873,0.759,0.365,0.188,87.177,74466,FALSE
1961,puccini: turandot,Erich Leinsdorf,0,"Turandot: Act I, Figlio, che fai?",0.332,0.289,-18.588,0.0724,0.922,0.249,0.719,0.25,128.388,99733,FALSE
1961,puccini: turandot,Erich Leinsdorf,0,"Turandot: Act I, Fermo! Che fai? T'arresta!",0.345,0.165,-22.551,0.0891,0.922,1.46e-06,0.135,0.217,67.111,236893,FALSE
1961,puccini: turandot,Erich Leinsdorf,0,"Turandot: Act I, Non indugiare!",0.339,0.123,-23.128,0.0457,0.968,0.00991,0.188,0.261,127.666,125800,FALSE
1961,puccini: turandot,Erich Leinsdorf,0,"Turandot: Act I, Signore, ascolta!",0.14,0.0381,-28.597,0.0495,0.981,0.00224,0.104,0.0387,174.283,153533,FALSE
1961,puccini: turandot,Erich Leinsdorf,0,"Turandot: Act I, Non piangere, Liù!",0.235,0.148,-20.234,0.0393,0.972,0.0481,0.204,0.224,88.475,153533,FALSE
1961,puccini: turandot,Erich Leinsdorf,0,"Turandot: Act I, Ah! Per l'ultima volta!",0.213,0.394,-15.598,0.0534,0.951,0.447,0.12,0.359,78.722,155066,FALSE
1961,puccini: turandot,Erich Leinsdorf,0,"Turandot: Act II, Olà, Pang! Olà, Pong!",0.416,0.169,-23.353,0.0476,0.94,0.000595,0.297,0.549,115.978,199706,FALSE
1961,puccini: turandot,Erich Leinsdorf,0,"Turandot: Act II, Ho una casa nell' Honan",0.137,0.102,-27.091,0.038,0.983,0.26,0.266,0.168,87.961,181666,FALSE
1961,puccini: turandot,Erich Leinsdorf,0,"Turandot: Act II, O mondo... O mondo...",0.304,0.191,-21.565,0.0545,0.956,0.00156,0.748,0.497,88.994,221866,FALSE
1961,puccini: turandot,Erich Leinsdorf,0,"Turandot: Act II, Non v'è in china per nostra fortuna",0.477,0.209,-24.465,0.094,0.961,6.52e-06,0.133,0.554,93.741,122760,FALSE
1961,puccini: turandot,Erich Leinsdorf,0,"Turandot: Act II, Gravi, enormi ed imponenti",0.404,0.173,-15.778,0.0324,0.899,0.665,0.329,0.271,105.119,233800,FALSE
1961,puccini: turandot,Erich Leinsdorf,0,"Turandot: Act II, Un giuramento atroce mi costringe",0.342,0.0587,-25.657,0.0765,0.883,3.38e-06,0.166,0.0505,126.727,256640,FALSE
